15702,12078,1097,11.7;14.5;-579569.3,6
15702,12078,1097,11.7;14.5;-579569.3,7
15702,12078,1097,11.7;14.5;-579569.3,6
15702,12078,1097,11.7;14.5;-579569.3,7
15702,12078,1097,11.7;14.5;-579569.3,5
15702,12078,1097,11.7;14.5;-579569.3,6
15702,12078,1097,11.7;14.5;-579569.3,6
15702,12078,1097,11.7;14.5;-579569.3,7
15702,12078,1097,11.7;14.5;-579569.3,7
15702,12078,1097,11.7;14.5;-579569.3,6
15702,12078,1097,11.7;14.5;-579569.3,8
15702,12078,1097,11.7;14.5;-579569.3,7
15702,12078,1097,11.7;14.5;-579569.3,6
15702,12078,1097,11.7;14.5;-579569.3,6
15702,12078,1097,11.7;14.5;-579569.3,6
15702,12078,1097,11.7;14.5;-579569.3,6
15702,12078,1097,11.7;14.5;-579569.3,6
15702,12078,1097,11.7;14.5;-579569.3,6
15586,12081,1097,11.8;14.5;-578762.9,7
15586,12081,1097,11.8;14.5;-578762.9,8
15586,12081,1097,11.8;14.5;-578762.9,7
15586,12081,1097,11.8;14.5;-578762.9,8
15586,12081,1097,11.8;14.5;-578762.9,8
15586,12081,1097,11.8;14.5;-578762.9,7
15586,12081,1097,11.8;14.5;-578762.9,7
15586,12081,1097,11.8;14.5;-578762.9,8
15586,12081,1097,11.8;14.5;-578762.9,8
15586,12081,1097,11.8;14.5;-578762.9,7
15586,12081,1097,11.8;14.5;-578762.9,9
15586,12081,1097,11.8;14.5;-578762.9,8
15586,12081,1097,11.8;14.5;-578762.9,7
15586,12081,1097,11.8;14.5;-578762.9,7
15586,12081,1097,11.8;14.5;-578762.9,7
15586,12081,1097,11.8;14.5;-578762.9,7
15586,12081,1097,11.8;14.5;-578762.9,7
15586,12081,1097,11.8;14.5;-578762.9,7
16031,12245,1097,11.7;14.5;-577731.1,5
16031,12245,1097,11.7;14.5;-577731.1,7
16031,12245,1097,11.7;14.5;-577731.1,4
16031,12245,1097,11.7;14.5;-577731.1,5
16031,12245,1097,11.7;14.5;-577731.1,2
16031,12245,1097,11.7;14.5;-577731.1,6
16031,12245,1097,11.7;14.5;-577731.1,8
16031,12245,1097,11.7;14.5;-577731.1,8
16031,12245,1097,11.7;14.5;-577731.1,6
16031,12245,1097,11.7;14.5;-577731.1,5
16031,12245,1097,11.7;14.5;-577731.1,6
16031,12245,1097,11.7;14.5;-577731.1,10
16031,12245,1097,11.7;14.5;-577731.1,6
16031,12245,1097,11.7;14.5;-577731.1,6
16031,12245,1097,11.7;14.5;-577731.1,6
16031,12245,1097,11.7;14.5;-577731.1,8
16031,12245,1097,11.7;14.5;-577731.1,8
16031,12245,1097,11.7;14.5;-577731.1,8
15649,108,1097,1.1;12.3;-686972.7,9
15616,108,1097,10.2;11.3;-740.5,11
15620,108,1097,11.4;11.3;-74,11
15622,108,1097,17.7;18.2;-39.4,5
16023,108,1097,5.7;28.7;13,15
15649,108,1097,1.1;12.3;-686972.7,10
15615,108,1097,12.2;11.1;-746.5,22
15620,108,1097,1.1;11.1;-74.9,7
15622,108,1097,17.7;18.2;-39.4,15
16023,108,1097,5.7;28.7;13,19
15649,108,1097,1.1;12.3;-686972.7,9
15615,108,1097,10.2;11.3;-736.5,21
15620,108,1097,11.4;11.3;-74,22
15622,108,1097,17.7;18.2;-39.4,12
16023,108,1097,5.7;28.7;13,28
15649,108,1097,1.1;12.3;-686972.7,9
15615,108,1097,10.2;11.1;-746.5,21
15620,108,1097,11.4;10.9;-75.9,5
15622,108,1097,17.7;18.2;-39.4,34
16023,108,1097,5.7;28.7;13,54
15649,108,1097,1.1;12.3;-686972.7,10
15615,108,1097,12.2;11.3;-736.5,9
15620,108,1097,1.1;11.1;-74.9,37
15622,108,1097,17.7;18.2;-39.4,11
16023,108,1097,5.7;28.7;13,15
15649,108,1097,1.1;12.3;-686972.7,9
15615,108,1097,10.2;11.1;-746.5,11
15620,108,1097,11.4;11.3;-74,11
15622,108,1097,17.7;18.2;-39.4,18
16023,108,1097,5.7;28.7;13,21
15649,108,1097,1.1;12.3;-686972.7,9
15615,108,1097,12.2;11.3;-736.5,11
15620,108,1097,1.1;11.1;-74.9,59
15622,108,1097,17.7;18.2;-39.4,14
16023,108,1097,5.7;28.7;13,20
15649,108,1097,1.1;12.3;-686972.7,9
15615,108,1097,10.2;11.1;-746.5,11
15620,108,1097,11.4;11.3;-73.7,23
15622,108,1097,17.7;18.2;-39.4,12
16023,108,1097,5.7;28.7;13,17
15649,108,1097,1.1;12.3;-686972.7,10
15615,108,1097,10.2;11.1;-746.5,24
15620,108,1097,11.4;11.3;-74,24
15622,108,1097,17.7;18.2;-39.4,46
16023,108,1097,5.7;28.7;13,46
15649,108,1097,1.1;12.3;-686972.7,9
15615,108,1097,12.2;11.3;-736.5,8
15620,108,1097,1.1;1.1;-75.3,8
15622,108,1097,17.7;18.2;-39.4,11
16023,108,1097,5.7;28.7;13,7
15649,108,1097,1.1;12.3;-686972.7,10
15622,108,1097,17.7;18.2;-39.4,48
16023,108,1097,5.7;28.7;13,12
15649,108,1097,1.1;12.3;-686972.7,7
15615,108,1097,12.2;11.3;-736.5,9
15622,108,1097,17.7;18.2;-39.4,31
16023,108,1097,5.7;28.7;13,50
15649,108,1097,1.1;12.3;-686972.7,9
15622,108,1097,17.7;18.2;-39.4,20
16023,108,1097,5.7;28.7;13,41
15649,108,1097,1.1;12.3;-686972.7,9
15622,108,1097,17.7;18.2;-39.4,12
16023,108,1097,5.7;28.7;13,42
15649,108,1097,1.1;12.3;-686972.7,9
15615,108,1097,12.2;11.5;-726.5,21
15622,108,1097,17.7;18.2;-39.4,54
16023,108,1097,5.7;28.7;13,40
15649,108,1097,1.1;12.3;-686972.7,9
15615,108,1097,12.2;11.3;-736.5,8
15622,108,1097,17.7;18.2;-39.4,46
16023,108,1097,5.7;28.7;13,18
15649,108,1097,1.1;12.3;-686972.7,9
15615,108,1097,12.2;11.3;-736.5,6
15622,108,1097,17.7;18.2;-39.4,28
16023,108,1097,5.7;28.7;13,20
15649,108,1097,1.1;12.3;-686972.7,9
15615,108,1097,12.2;11.3;-736.5,11
15622,108,1097,17.7;18.2;-39.4,17
16023,108,1097,5.7;28.7;13,11
15585,12094,1097,10.3;12.7;-669115.5,4
15585,12094,1097,10.3;12.7;-669115.5,4
15585,12094,1097,10.3;12.7;-669115.5,6
15585,12094,1097,10.3;12.7;-669115.5,8
15585,12094,1097,10.3;12.7;-669115.5,5
15585,12094,1097,10.3;12.7;-669115.5,5
15585,12094,1097,10.3;12.7;-669115.5,6
15585,12094,1097,10.3;12.7;-669115.5,7
15585,12094,1097,10.3;12.7;-669115.5,9
15585,12094,1097,10.3;12.7;-669115.5,4
15585,12094,1097,10.3;12.7;-669115.5,7
15585,12094,1097,10.3;12.7;-669115.5,5
15585,12094,1097,10.3;12.7;-669115.5,4
15585,12094,1097,10.3;12.7;-669115.5,4
15585,12094,1097,10.3;12.7;-669115.5,5
15585,12094,1097,10.3;12.7;-669115.5,6
15585,12094,1097,10.3;12.7;-669115.5,7
15585,12094,1097,10.3;12.7;-669115.5,5
15648,12080,1097,10.2;12.6;-672276.9,8
15648,12080,1097,10.2;12.6;-672276.9,9
15648,12080,1097,10.2;12.6;-672276.9,8
15648,12080,1097,10.2;12.6;-672276.9,4
15648,12080,1097,10.2;12.6;-672276.9,9
15648,12080,1097,10.2;12.6;-672276.9,8
15648,12080,1097,10.2;12.6;-672276.9,5
15648,12080,1097,10.2;12.6;-672276.9,4
15648,12080,1097,10.2;12.6;-672276.9,7
15648,12080,1097,10.2;12.6;-672276.9,8
15648,12080,1097,10.2;12.6;-672276.9,8
15648,12080,1097,10.2;12.6;-672276.9,9
15648,12080,1097,10.2;12.6;-672276.9,8
15648,12080,1097,10.2;12.6;-672276.9,8
15648,12080,1097,10.2;12.6;-672276.9,8
15648,12080,1097,10.2;12.6;-672276.9,4
15648,12080,1097,10.2;12.6;-672276.9,6
15648,12080,1097,10.2;12.6;-672276.9,4
15594,12088,1097,11.2;12.2;-691372.4,5
15594,12088,1097,11.2;12.2;-691372.4,8
15594,12088,1097,11.2;12.2;-691372.4,4
15594,12088,1097,11.2;12.2;-691372.4,5
15594,12088,1097,11.2;12.2;-691372.4,12
15594,12088,1097,11.2;12.2;-691372.4,6
15594,12088,1097,11.2;12.2;-691372.4,8
15594,12088,1097,11.2;12.2;-691372.4,8
15594,12088,1097,11.2;12.2;-691372.4,6
15594,12088,1097,11.2;12.2;-691372.4,5
15594,12088,1097,11.2;12.2;-691372.4,13
15594,12088,1097,11.2;12.2;-691372.4,10
15594,12088,1097,11.2;12.2;-691372.4,6
15594,12088,1097,11.2;12.2;-691372.4,6
15594,12088,1097,11.2;12.2;-691372.4,6
15594,12088,1097,11.2;12.2;-691372.4,8
15594,12088,1097,11.2;12.2;-691372.4,8
15594,12088,1097,11.2;12.2;-691372.4,8
15619,12060,1097,11.3;11.1;-746456.1,4
15619,12060,1097,11.3;11.1;-746456.1,4
15619,12060,1097,11.3;11.1;-746456.1,8
15619,12060,1097,11.3;11.1;-746456.1,8
15619,12060,1097,11.3;11.1;-746456.1,6
15619,12060,1097,11.3;11.1;-746456.1,9
15619,12060,1097,11.3;11.1;-746456.1,6
15619,12060,1097,11.3;11.1;-746456.1,5
15619,12060,1097,11.3;11.1;-746456.1,5
15619,12060,1097,11.3;11.1;-746456.1,4
15619,12060,1097,11.3;11.1;-746456.1,8
15619,12060,1097,11.3;11.1;-746456.1,8
15619,12060,1097,11.3;11.1;-746456.1,5
15619,12060,1097,11.3;11.1;-746456.1,4
15619,12060,1097,11.3;11.1;-746456.1,7
15619,12060,1097,11.3;11.1;-746456.1,5
