14724,11365,1070,8;4.6;-150134.1,12
14724,11365,1070,10.1;6.8;-395616.9,24
14726,11367,1070,7.9;4.7;-1447578.6,13
14726,11367,1070,9.6;5.4;-1087464.1,25
14725,11366,1070,8.2;4.1;-1762519.4,4
14725,11366,1070,9.7;6.6;-5039536.5,25
14725,11366,1070,9.7;5.5;-1059960.2,44
14709,108,1070,9;1.6;-29.8,14
14791,11373,1070,8.7;1.7;-292717.3,17
14789,11372,1070,9;1.5;-30.7,42
7245,6565,1070,9;1.6;-297158.5,10
7245,6565,1070,11.7;1.1;1713655.8,18
7245,6565,1070,1.3;9.3;854759.2,29
7245,6565,1070,6.3;8;1888278.6,21
7245,6565,1070,9.6;5.9;-8312257.5,55
13498,5478,1070,8.9;10.2;1320523.8,2
13498,5478,1070,11.8;1.1;1692549.1,18
13498,5478,1070,1.3;10.9;1652139.6,18
13498,5478,1070,1.3;9.6;982955.2,18
13498,5478,1070,4.1;10.3;1355649.9,46
13498,5478,1070,6.2;8;2080548.5,46
13498,5478,1070,9.7;6.1;-7640977.5,46
13498,5478,1070,9.6;4.8;-1397962.2,46
13498,5478,1070,10.1;7.8;842011.2,55
13498,5478,1070,8.2;4.3;-1659515.2,54
13498,5478,1070,8.9;1.8;-287021.4,54
14717,11358,1070,11.7;11.1;17460.9,6
14717,11358,1070,1.3;10.7;157624.3,17
14716,11357,1070,10.8;10.1;127555.3,9
14716,11357,1070,1.3;10.8;162274.2,19
14718,11359,1070,12.2;11.7;2065818.6,13
6982,6566,1070,11.5;1.1;1685224.5,19
6982,6566,1070,13.1;9.6;1012406.2,18
6982,6566,1070,9.7;4.4;-1611212.2,53
6982,6566,1070,9;1.8;-2916246.2,65
6982,6566,1070,9.6;6.2;-6814783.5,30
13505,10262,1070,1.3;1.1;1689898.4,12
13505,10262,1070,12.8;9.3;8645982,26
13505,10262,1070,9.7;5;-1315397.2,53
13505,10262,1070,8.2;4.3;-1621735.2,29
13505,10262,1070,8.9;1.9;-285723.7,66
13505,10262,1070,11.6;11.1;1756380.6,2
13505,10262,1070,6.5;8;1820792.8,6
13505,10262,1070,9.8;6.1;-733129.5,15
13505,10262,1070,10.5;7.3;-1573568.2,9
13507,10264,1070,1.3;1.1;1715501.1,12
13507,10264,1070,12.8;9.6;1010233.2,26
13507,10264,1070,6.2;8.1;2470449.8,16
13507,10264,1070,9.7;4.8;-1411834.1,53
13507,10264,1070,8.2;4.3;-1644112.4,29
13507,10264,1070,8.9;1.8;-2888695.5,51
13507,10264,1070,6;9.8;1121070.9,50
14694,11382,1070,12.9;9.2;800502.5,13
14701,11384,1070,1.3;9.3;8.5,16
14701,11384,1070,9.7;4.4;-15.8,52
13506,10263,1070,13.1;9.6;1019164.4,28
13506,10263,1070,6.4;8.2;2916116,16
13506,10263,1070,9.8;6;-772710.1,50
13506,10263,1070,9.4;4.8;-1403805.8,31
13506,10263,1070,8.8;1.8;-288860.9,51
13506,10263,1070,1.3;10.7;1555511.6,2
10488,8228,1070,12.8;9.2;785195.4,29
10488,8228,1070,9.7;6.1;-748290.1,24
10488,8228,1070,8.6;1.7;-2920442.5,51
10488,8228,1070,13.2;10.9;1642835.2,2
10488,8228,1070,9.5;4.7;-1465535.1,51
10488,8228,1070,8.3;4.2;-1688088.4,30
14750,11447,1070,6.1;10.2;13287.6,27
14720,11361,1070,6;10.4;140286.3,14
14720,11361,1070,7.9;7.8;837713.6,50
14719,11360,1070,6;10.1;127851.6,24
14719,11360,1070,6.5;7.8;117659.7,29
14721,11362,1070,6.4;7.8;929153.6,54
14722,11363,1070,9.7;6;-778986.5,27
14723,11364,1070,9.7;5.9;-840481.6,53
13498,10261,1070,8.9;10.2;1320523.8,2
13498,10261,1070,11.6;1.1;168599.8,13
13498,10261,1070,1.3;11.3;1856836.8,13
13498,10261,1070,1.3;9.4;919874.2,19
13498,10261,1070,14.1;9.4;915250.9,15
13498,10261,1070,4.1;10.3;1358119.8,15
13498,10261,1070,6.3;8.9;660027.9,60
13498,10261,1070,9.7;6.1;-747423.5,60
13498,10261,1070,9.6;4.6;-1490220.6,57
13498,10261,1070,1;7.8;1289862.4,5
13498,10261,1070,8.4;3.9;-1837943.4,47
13498,10261,1070,8.9;1.6;-3004673.8,47
1008,1398,1070,9.5;10.2;1294978.8,5
1008,1398,1070,9.7;4.2;-1670685.4,19
1008,1398,1070,8.9;1.5;-3023261.8,64
10487,8227,1070,9.7;4.8;-1409533.1,57
10487,8227,1070,9;1.6;-2976873.8,52
4024,3603,399,15.2;19.5;-1483231.4,6
5099,113,399,16.9;19.6;-146472.1,7
5099,113,399,17.6;16.1;-3204500.8,3
5099,113,399,18.7;17.5;-248853.5,4
5099,113,399,19.4;18.6;-1946807.1,8
5099,113,399,1.8;14.8;-383342.4,8
5099,113,399,19.3;14.2;-416213.8,10
5099,113,399,19.9;16.3;-312115.7,13
