BNpcBaseId,BNpcNameId,TerritoryTypeId,Position,Subtype
342,404,134,20.3;19;-122.76779,62
118,405,134,22.8;19;-122.3026,61
118,405,134,23.4;17.4;-200.83293,57
118,405,134,23.8;18.6;-139.93651,71
118,405,134,22.1;17.6;-191.82425,56
118,405,134,21.1;17.6;-189.95471,95
118,405,134,19.5;17.4;-199.01811,86
118,405,134,20.6;16.5;-248.30983,67
118,405,134,19.6;16.1;-264.04352,90
118,405,134,18.3;16.2;-259.11252,64
57,395,134,20.8;19.1;-118.15535,22
57,395,134,23.2;18.3;-156.85747,23
57,395,134,24.1;17;-221.1823,4
57,395,134,23.1;20;-69.84565,29
57,395,134,23.5;21.1;-18.71397,77
57,395,134,21.9;17.6;-189.18661,32
57,395,134,21.8;20.1;-64.92722,85
57,395,134,20.7;22.3;42.20384,6
57,395,134,20;20.5;-47.977394,90
57,395,134,18.9;19.9;-74.9953,58
57,395,134,20.5;16.5;-246.809,14
57,395,134,18;17.5;-195.71631,88
57,395,134,17.9;16.5;-246.46025,55
57,395,134,17.1;18.5;-144.91716,26
341,401,134,21.5;19.2;-111.78423,26
341,401,134,20.1;19.3;-108.798706,6
341,401,134,23.7;19.3;-104.011024,75
341,401,134,23.5;20.4;-53.869133,60
341,401,134,22.5;20.7;-34.15359,41
341,401,134,20.7;22.1;33.7058,85
341,401,134,19.7;21;-23.17141,28
341,401,134,21.2;21;-21.113745,76
341,401,134,18.6;21;-21.890215,65
341,401,134,19;18.2;-159.70914,75
341,401,134,17.9;17.8;-182.75606,20
341,401,134,17.9;16.5;-248.6566,12
341,401,134,16.8;17.8;-180.36076,57
901,541,134,25.8;17.6;-192.1186,26
3184,2928,134,23.8;19.6;-91.99186,44
1447,354,134,23;20.7;-36.73558,53
1447,354,134,22.9;24.1;133.58438,51
1447,354,134,24.5;24.2;139.02359,89
1447,354,134,21.4;23.1;85.596535,3
1447,354,134,20.8;21.6;8.610814,16
1447,354,134,20.2;16.3;-257.59207,83
769,367,134,23.8;21.1;-17.50214,70
769,3099,134,24.2;21.4;-1.7555265,4
383,640,134,23.7;22;29.652645,54
383,640,134,22.1;22.1;35.000874,64
383,640,134,20.7;22.7;65.447914,38
383,640,134,18.1;20;-70.467606,41
383,640,134,19.3;18.7;-135.60477,46
383,640,134,20.6;17.1;-217.5115,24
383,640,134,22.5;16.5;-248.43306,9
49,49,134,23.4;22.4;47.521435,84
49,49,134,22.1;22.8;66.92906,45
49,49,134,23.6;23.5;104.23341,8
49,49,134,23.4;24.5;154.32841,39
49,49,134,22.1;24.4;149.32378,91
49,49,134,25.4;24.4;149.08104,2
49,49,134,25.1;25.8;219.61931,70
49,49,134,24;25.8;220.18982,21
49,49,134,24.1;27;276.80923,38
49,49,134,22.1;25.5;203.67305,89
49,49,134,20.4;23.4;97.31506,87
347,417,134,24.1;22.5;53.361454,10
347,417,134,22.8;22.6;57.464127,48
347,417,134,21.7;23;77.151184,71
347,417,134,24.5;23.6;110.9927,26
347,417,134,23.1;23.8;117.64073,16
347,417,134,22.1;24.3;141.66528,91
347,417,134,21.7;25.3;191.1935,8
347,417,134,20.6;23.7;111.79139,66
1192,981,134,22.8;23.9;125.20061,76
1192,981,134,14;14.8;-330.9035,94
338,392,134,22.9;24;127.77538,93
338,392,134,25;24.2;139.17386,59
338,392,134,23.8;25;177.4978,93
338,392,134,25.2;25.2;186.02449,30
338,392,134,22.5;25.3;193.39981,77
338,392,134,22.6;26.3;241.03741,85
783,1272,134,21.2;24.1;131.5116,2
323,358,134,18.5;17.4;-200.1466,35
349,418,134,20.1;17;-220.6398,73
348,421,134,20;17.1;-216.65147,32
350,419,134,20.3;16.9;-227.0085,25
326,561,134,16.6;15.4;-300.43237,31
326,561,134,15.4;15.5;-296.4338,42
326,561,134,16.6;14.3;-356.48383,21
326,561,134,14.3;15.2;-313.6,66
326,561,134,15.4;14.1;-364.0356,35
326,561,134,14.1;13.8;-380.99203,75
326,561,134,14.6;12.8;-429.36066,4
10129,8134,134,15.2;15.3;-304.47815,76
10129,8134,134,16.1;13.5;-394.928,28
59,56,134,17;15.1;-317.51938,58
59,56,134,14.2;15.3;-305.0793,3
59,56,134,13;15.2;-309.23633,98
385,641,134,15.9;15.1;-317.30258,47
385,641,134,14.4;14.3;-358.83533,26
385,641,134,17.4;13.5;-397.90588,98
385,641,134,16.7;12.1;-467.3036,51
385,641,134,14.7;12.1;-465.23172,44
385,641,134,15.6;10.9;-528.6463,59
385,641,134,14.2;10.3;-556.9166,84
385,641,134,17.3;10.2;-562.7539,56
385,641,134,16.1;9.6;-590.84906,69
385,893,134,14;14.8;-333.5758,64
138,399,134,18;13.3;-405.7053,54
138,399,134,15.7;12.9;-428.04803,55
138,399,134,16.9;12.6;-439.63504,58
138,399,134,14.9;11.8;-479.61255,51
138,399,134,16.8;11.2;-512.313,42
138,399,134,15.1;10.8;-529.55554,47
138,399,134,14.9;9.8;-582.5313,34
138,399,134,16.5;10;-569.0661,35
3201,2945,134,17;11.3;-504.0574,31
138,399,135,22.5;36;729.0359,16
138,399,135,23;34.3;643.46515,2
138,399,135,23;38.9;872.71954,2
138,399,135,22.1;37.9;823.01465,19
138,399,135,21.1;36.8;768.7671,6
138,399,135,20.5;33.4;598.94055,19
138,399,135,20.8;32.4;550.74646,6
138,399,135,19.8;32.4;549.3826,11
138,399,135,19.7;31.4;498.889,17
138,399,135,21;31.1;483.04623,28
306,129,135,26.4;37.2;787.1589,18
326,561,135,23.1;36.6;756.05756,6
326,561,135,24.2;36.9;775.284,14
326,561,135,25.7;37.6;808.0843,25
326,561,135,21.9;37.1;784.9956,21
326,561,135,19.9;36.7;764.36755,11
326,561,135,19.7;35.2;686.2842,3
326,561,135,18.9;36.4;750.7527,23
326,561,135,17.2;34.8;670.0355,14
135,117,135,22.8;37;777.69543,13
135,117,135,23;35;680.4098,9
135,117,135,25.8;37.2;788.0439,17
135,117,135,24.3;38.1;831.1701,26
135,117,135,21.8;38;830.48145,14
135,117,135,20;37.5;803.4589,12
135,117,135,18.8;34.7;661.5898,16
135,117,135,20.3;33;576.293,12
135,117,135,21;31.7;514.10693,8
788,1273,135,24;36.1;735.6196,1
786,1273,135,21.4;33.3;591.4138,24
787,1273,135,33.4;19.1;-115.5213,37
205,409,135,21.1;35.5;705.67316,4
205,409,135,21.4;34;630.05304,19
771,350,135,18.6;35.8;716.3253,17
771,350,135,18.5;34.7;662.53296,20
1230,857,135,20.4;33.3;594.0185,21
785,1272,135,20.8;30.6;456.2498,35
49,49,135,23.7;27.3;295.3841,17
49,49,135,25;26.7;265.19217,12
49,49,135,25.2;25.7;214.51645,7
49,49,135,22.7;25.2;190.86966,31
49,49,135,26.3;26;230.31937,18
49,49,135,25.8;24.7;165.30269,44
49,49,135,23.3;24.1;132.35327,31
49,49,135,22.9;23.1;84.63166,51
49,49,135,25.4;23;77.33044,56
49,49,135,21.7;23.3;93.697624,9
49,49,135,25.9;21.9;25.111395,43
49,49,135,27.2;22.6;56.246284,45
324,563,135,23.8;27.2;290.34256,23
324,563,135,25.1;26.7;265.6694,22
324,563,135,25.9;25.6;209.64597,1
324,563,135,26.2;22.7;61.98792,64
324,563,135,25.1;22.5;51.96787,77
1447,354,135,25.3;26.3;241.24858,24
1447,354,135,22.7;24.6;156.84283,45
1447,354,135,23.5;23.2;90.53997,17
1447,354,135,25.5;22.3;45.427425,81
1447,354,135,28.9;19.3;-108.72503,81
1447,354,135,30.6;18.9;-128.92145,84
1447,354,135,30;14.5;-347.7695,12
1447,354,135,32.7;15.2;-309.48288,88
1216,1336,135,26.2;25.5;201.7334,32
1225,852,135,25.9;25.5;203.93535,29
1217,1335,135,26.3;25.5;201.8593,13
347,417,135,22.6;25.2;186.76645,15
347,417,135,23.8;24.3;141.24048,15
347,417,135,23.2;23.2;87.673935,8
347,417,135,22.2;22.7;65.74051,79
347,417,135,22.1;24;128.54366,84
313,349,135,25.3;23.3;94.873245,50
313,349,135,24;22.4;47.07619,12
339,393,135,27.6;21.5;2.419087,46
339,393,135,28.8;20.4;-53.52057,26
339,393,135,30.3;21.5;3.5594046,25
339,393,135,30.5;19.8;-81.35737,38
339,393,135,29.1;16.4;-253.92613,76
339,393,135,31.2;15.9;-275.82544,70
339,393,135,30.2;15.5;-297.531,43
339,393,135,28.4;15.1;-317.24765,45
339,393,135,31.8;14.3;-357.27643,54
339,393,135,32.8;13.2;-412.6091,6
339,393,135,33.1;15.7;-288.09903,89
339,393,135,33.3;14.2;-362.91666,26
339,393,135,34.1;15.2;-313.93948,44
339,393,135,33.3;11.9;-475.4836,87
339,393,135,35.3;15.3;-306.97858,63
133,115,135,28.4;21.5;1.9058282,12
133,115,135,28.3;20.1;-66.249245,55
133,115,135,29.6;21;-22.799414,50
133,115,135,28.5;18.7;-136.15796,62
133,115,135,33.7;18.5;-144.67934,26
133,115,135,29.2;14.2;-359.5729,26
133,115,135,32;13.8;-379.40854,24
133,115,135,33.3;13.6;-389.89722,33
133,115,135,34.1;15.8;-282.751,48
133,115,135,34.4;14.2;-362.5388,12
133,115,135,36;16.7;-236.9058,24
133,115,135,34.1;16.9;-225.69406,45
118,405,135,28.4;19;-123.05745,43
118,405,135,30.2;18.9;-124.72569,56
118,405,135,33.1;18.1;-165.36357,89
118,405,135,34.1;16.8;-233.27737,56
118,405,135,35.2;16.9;-226.25037,1
12,299,135,32;16.7;-237.62453,81
12,299,135,32;15.5;-295.78528,19
3185,2929,135,28.6;18.2;-161.28242,44
38,364,135,27.1;16;-271.99048,38
38,364,135,26.9;17.6;-193.41899,49
38,364,135,26.1;15.9;-276.6087,36
38,364,135,27.2;15;-323,40
38,364,135,26.1;14.8;-330.29993,67
1212,1334,135,27.1;17.9;-178.52199,75
5,408,135,30;14.8;-330.45865,31
5,408,135,29;14;-371.84937,78
329,368,135,31.2;15;-319.0092,70
752,368,135,31.9;13.2;-409.2461,7
331,372,135,31.2;15.2;-309.61227,52
754,372,135,31.5;13.1;-416.7385,82
754,372,135,32.2;12;-471.15173,1
328,378,135,31.4;15.1;-314.27213,38
751,378,135,31.5;13.2;-413.5918,40
322,1313,137,29.7;31.7;514.0045,1
322,1313,137,27;34.7;662.7784,4
322,1313,137,27.3;32.5;553.64966,25
322,1313,137,28.3;30.6;459.1095,31
322,1313,137,27.3;28.8;367.45685,2
322,1313,137,29.4;25.9;223.17825,25
789,1274,137,31.9;32.7;564.839,9
790,1274,137,30.7;29.2;386.2941,6
789,1274,137,29.5;30.5;453.3651,3
133,115,137,30.8;32.5;553.5812,7
133,115,137,29.6;31.2;490.00082,4
133,115,137,31.9;32.5;553.73773,8
133,115,137,30.3;35.5;702.39246,16
133,115,137,30.1;37;777.8362,7
133,115,137,28.9;36.4;749.0937,11
133,115,137,26.1;33.8;617.3591,10
133,115,137,27.6;33.4;597.7185,26
133,115,137,27.5;31.9;525.2257,11
133,115,137,28;29.9;423.71347,17
133,115,137,27;29.5;402.58453,10
133,115,137,28.2;28;328.72592,32
133,115,137,30.1;28;330.43994,11
133,115,137,28.7;26.5;253.1677,24
133,115,137,30.6;26.9;272.5338,19
133,115,137,30.2;25.3;195.65625,14
133,115,137,28.1;24.8;168.10147,17
133,115,137,30;24;130.49596,16
1216,1339,137,31.2;28.5;352.57684,11
325,560,137,31.6;34;628.6072,6
325,560,137,31.5;35.1;681.188,12
325,560,137,31.2;36.5;751.0413,27
1372,1201,137,30.9;35;679.98004,10
1371,1200,137,31.1;35.4;696.1969,1
314,341,137,30.2;36;728.62396,21
314,341,137,30;34.6;656.9474,17
314,341,137,29.2;35.8;716.49243,5
314,341,137,27.9;35.4;699.94525,31
314,341,137,27.4;36.4;749.36163,34
170,351,137,26.1;32.9;575.80664,23
329,369,137,27.8;26.2;236.6549,33
331,373,137,28.1;26.2;239.6136,4
328,379,137,27.8;26.1;233.8604,30
45,45,137,31.2;28.1;335.22144,21
45,45,137,31.1;27.1;285.59985,34
386,639,137,31;25.6;210.24702,13
386,639,137,30;24.8;170.69154,30
386,639,137,31.2;24.6;159.16273,20
386,639,137,29.9;23.6;107.580734,9
312,361,137,31.1;26.6;258.33148,6
312,361,137,31.4;25.6;209.21977,3
1378,1326,137,32.5;23.3;91.88202,28
63,1824,137,29.5;21.5;1.6537207,35
63,1824,137,27.4;21.2;-12.65906,22
63,1824,137,30.5;18.9;-125.31359,8
63,1824,137,25.5;20.8;-32.54122,13
62,1823,137,29.7;21.4;-1.4383632,13
62,1823,137,28.1;21.2;-11.48954,28
62,1823,137,26.1;21.4;-2.9485462,31
62,1823,137,29.2;20.2;-61.81433,3
62,1823,137,30.2;19.5;-98.06488,6
61,1822,137,30.4;21.1;-14.389501,3
61,1822,137,27.3;21.1;-16.088093,8
61,1822,137,30;19.4;-102.71802,11
61,1822,137,25.6;20.9;-28.461239,11
55,1821,137,28.9;21.1;-15.164707,23
55,1821,137,27.2;21.4;-0.48234248,31
55,1821,137,25.2;21.3;-5.12924,16
64,1825,137,28.2;21.5;1.148477,12
64,1825,137,25.6;21.2;-11.878894,8
64,1825,137,27;21;-22.669281,30
64,1825,137,29;20.3;-55.36954,15
64,1825,137,30.4;20.5;-48.73996,36
64,1825,137,30.9;19.5;-96.02768,29
201,1826,137,29.2;20.6;-43.18652,21
201,1826,137,28.5;19.6;-93.76828,31
201,1826,137,30.7;19.4;-99.61686,28
3203,2947,137,30.9;19.8;-80.84076,34
136,396,137,24.3;21.7;13.983821,23
136,396,137,23.7;20.1;-65.02773,17
136,396,137,23;21.2;-11.660038,26
136,396,137,20;25.9;221.64594,26
136,396,137,19.8;27.1;283.6357,17
136,396,137,21.4;27.3;295.9752,23
136,396,137,21.3;28.4;347.8175,33
136,396,137,18.5;28.1;332.29437,25
136,396,137,17.7;26.6;259.22037,29
136,396,137,16.3;25.2;190.64494,5
136,396,137,16.3;26.5;252.3189,18
136,396,137,15.8;28.1;332.84702,14
136,396,137,17.3;29;379.90283,24
136,396,137,15.2;30.7;463.9437,26
136,396,137,16.5;31.4;496.2631,18
136,396,137,18.6;32.7;563.9885,4
136,396,137,16.7;32.8;568.2294,34
136,396,137,19.1;29.6;406.0796,37
136,396,137,18.8;34.2;637.6827,20
136,396,137,19.6;32.7;561.4187,35
136,396,137,18.3;35.4;696.1843,30
136,396,137,21;32.4;546.6655,36
136,396,137,19.9;30.9;474.45096,28
2,411,137,24.1;19.9;-75.04722,33
2,411,137,23.8;21.7;15.749528,15
2,411,137,16.9;26;230.21196,2
2,411,137,15.9;25.9;223.19955,15
2,411,137,18.1;34.1;632.13654,37
2,411,137,19.5;34;629.13196,14
2,411,137,19.5;35;680.99457,10
2,411,137,18.1;35.1;682.5539,2
788,1273,137,21.6;22.4;50.65337,32
384,684,137,19.6;25;179.97926,22
384,684,137,18.5;24.9;173.24057,20
384,684,137,18;32.3;541.99164,37
