BNpcBaseId,BNpcNameId,TerritoryTypeId,Position,Subtype
7393,541,340,9.4;13.5;113.44983,0
10183,541,340,12.3;14;140.67255,0
13728,541,340,10.8;12.7;76.381355,0
13728,541,340,10.3;11.3;5.057295,0
901,541,340,9.1;10.7;-24.849003,0
16841,541,340,9.1;8.3;-142.70406,0
16841,541,340,0.5;-0.7;-597.70123,0
16841,541,340,-2.6;-0.3;-578.75934,0
10183,541,340,-2.1;-1.6;-642.7243,0
13728,541,340,-0;-3.6;-744.6,0
16841,541,340,-1.5;-2.8;-706.6121,0
13728,541,340,-2.3;-4.3;-778.1861,0
901,541,340,-3;-2.8;-706.55304,0
901,541,340,-0.6;-5.3;-831.11597,0
13728,541,340,-4.3;-3.6;-744.09595,0
901,541,340,-1.2;-0.2;-574.15234,0
13728,541,340,-4.9;-0.3;-579.0282,0
10183,541,340,13.6;13.2;101.303665,0
13728,541,340,9.3;12.2;49.78096,0
901,541,340,12.9;10.7;-25,0
13728,541,340,11.5;11.3;5.428214,0
10183,541,340,13.7;12.2;51.33558,0
13728,541,340,-1.3;-3.9;-760.0183,0
10183,541,340,-4.4;-1.4;-633.2747,0
16841,541,340,-4.7;-5;-814.67377,0
13728,541,340,10.5;9.8;-71.82276,0
6133,541,340,14;10.8;-20.347055,0
10183,541,340,13.5;8;-160.99922,0
13498,1400,340,11.1;14.8;180.77322,0
13498,10261,340,11.4;15.3;205.39734,0
13498,10261,340,12.2;14.2;149.359,0
13498,10261,340,-1.3;-3;-714.3317,0
13498,10261,340,-1.5;-1.4;-633.8353,0
13498,5478,340,11.1;14.8;181.2681,0
13498,5478,340,-2.9;-3.7;-751.93506,0
1008,1398,340,9.8;12.2;50.24686,0
1008,1398,340,-2.1;-2.9;-711.2048,0
1008,1398,340,-3.1;-3.9;-760.65076,0
1008,1398,340,-4.5;-3.9;-761.5918,0
1008,1399,340,-1;-1.9;-661.4058,0
7245,6565,340,-2.7;-3.2;-723.58215,0
10487,8227,340,-3.4;-3;-714.9168,0
2929,2505,359,6;6;-3.320351,0
2948,2608,359,6.1;6.1;0.04577637,0
2802,2550,359,6.1;5.7;-19.64265,0
2803,2551,359,6.4;6.3;13,0
2809,2554,359,5.9;5.8;-13,0
2808,2553,359,6.2;5.7;-18,0
2807,2552,359,6.4;6.1;0,0
13498,1401,359,6.1;6.4;16.7605,0
6982,6566,359,6.1;5.7;-19.489252,0
13507,10264,359,6;6.3;12.553939,0
10488,8228,359,6;5.9;-8.04593,0
13506,10263,359,6.1;5.8;-12.028183,0
13498,10261,359,6.1;6.4;16.206,0
13498,10261,130,8.1;9.3;-96.01716,0
13498,10261,130,8.4;7.8;-168.56526,0
13498,10261,130,10.4;8.4;-140.8604,0
13498,10261,130,8.2;11.2;-1.2874618,0
13498,10261,130,9.2;9.1;-105.650764,0
13498,10261,130,10.8;11.3;5.572935,0
13498,10261,130,11.6;9.4;-88.093765,0
13498,10261,130,11.6;8.3;-142.21207,0
13498,10261,130,9.7;10.3;-45.412487,0
13498,10261,130,8.1;12.2;52.644035,0
13498,10261,130,12.7;8.8;-118.05147,0
1008,1398,130,8.3;9.3;-95.27832,0
1008,1398,130,8.4;7.8;-169.08417,0
1008,1398,130,10.7;8.4;-138.19759,0
1008,1398,130,9.4;9;-108.18399,0
1008,1398,130,11.9;9.5;-82.10028,0
1008,1398,130,10.4;11.2;0.5437572,0
1008,1398,130,7.7;10.9;-12.107658,0
1008,1398,130,10.6;9.5;-86.94784,0
1008,1399,130,8.4;7.8;-168.97717,0
1008,1399,130,10.2;8.6;-129.42064,0
1008,1399,130,8.2;9.3;-93.59251,0
1008,1399,130,9.2;9;-108.48376,0
1008,1399,130,11.8;9;-109.507805,0
1008,1399,130,10.7;10.8;-17.779541,0
1008,1399,130,9.5;10.3;-45.594475,0
1008,1399,130,8.1;12.6;69.75332,0
13498,1400,130,8.8;9.3;-96.5054,0
1008,1400,130,8.4;7.9;-162.33383,0
13498,1400,130,10.8;11;-11.102042,0
1008,1400,130,10.5;8.4;-141.39722,0
13498,1404,130,10.4;9;-109.757835,0
13498,1404,130,9;9;-108.82431,0
13498,1404,130,8.3;7.9;-162.18472,0
13498,1404,130,8.2;11.1;-6.7327156,0
13498,1404,130,10.8;11;-9.6660385,0
13498,1404,130,11.7;9.5;-82.70821,0
1008,5478,130,8.4;9.1;-104.87089,0
13498,5478,130,8.4;7.8;-168.97726,0
1008,5478,130,12.5;8.9;-116.36058,0
13498,5478,130,9.5;9;-107.76441,0
13498,5478,130,8.4;10.4;-41.51137,0
13498,5478,130,10.9;11.1;-3.081316,0
13498,1401,130,10.2;8.6;-129.16379,0
13498,1401,130,9.1;9;-109.97038,0
13498,1401,130,8.3;7.7;-173.1528,0
1008,1401,130,12.3;8.7;-123.80921,0
13498,1403,130,8.4;7.8;-170.48526,0
13498,1403,130,10.9;11.1;-3.5097375,0
13498,1403,130,9.4;9;-110.464676,0
13498,1402,130,8.1;7.9;-166.31636,0
13498,1402,130,8.4;9.1;-105.865,0
13498,1402,130,11.7;9.6;-81.993835,0
13498,1402,130,8.5;10.2;-50.27949,0
13498,1402,130,9.5;8.8;-121.22572,0
13498,1402,130,8.2;11.2;-0.43888095,0
13498,1402,130,10.5;9.1;-105.31217,0
7245,6565,130,8.3;7.9;-163.9603,0
7245,6565,130,8.4;9;-109.336365,0
7245,6565,130,11.9;9.3;-95.7451,0
10487,8227,130,9.5;9;-111.36553,0
10487,8227,130,9.5;10.3;-45.594475,0
10487,8227,130,8.4;9.3;-96.665825,0
10489,8229,130,8.6;8.9;-116.34015,0
13961,10349,130,9.2;9.1;-103.015945,0
13961,10349,130,10.4;8.3;-144.41075,0
4241,3439,1065,15.4;15;134.9366,0
4241,3439,1065,16.8;12.1;-8.942095,0
4241,3439,1065,11.2;10.2;-103.75674,0
4240,3438,1065,15.9;14.8;126.60672,0
4240,3438,1065,11.1;10.5;-89.974724,0
4244,3442,1065,15.5;13.4;55.398636,0
4244,3442,1065,17.5;10;-116.59548,0
4245,3443,1065,15.6;13.4;54.037716,0
4245,3443,1065,16.7;12.2;-5.7615848,0
4245,3443,1065,8.8;12.2;-2.457425,0
4242,3440,1065,15.3;13.4;54.295727,0
4242,3440,1065,17.6;10.3;-101.98503,0
4419,4402,1065,15.7;13.2;45.87354,0
4419,4402,1065,15.1;15.2;145.38506,0
4419,4402,1065,17.6;9.8;-123.6196,0
4419,4402,1065,16.7;12;-15.371374,0
4419,4402,1065,16.7;11;-62.61493,0
4419,4402,1065,15.3;14.2;97.78341,0
4243,3441,1065,13.9;11.1;-59.89903,0
4243,3441,1065,11.4;11.1;-59.829475,0
3752,3454,1065,16.7;8.5;-189.3187,0
3750,3452,1065,17.1;8.1;-208.4859,0
4249,3448,1065,13.4;9.9;-117.617004,0
4248,3447,1065,15;11.2;-55.049927,0
4248,3447,1065,12.9;11.6;-33.76825,0
4248,3447,1065,13.2;12.6;15.769852,0
4247,11993,1065,15.1;11.4;-45.88391,0
4247,11993,1065,12.4;11.6;-35.26361,0
4247,11993,1065,13.4;12.7;20.2182,0
4253,11994,1065,15.3;10.8;-76.76402,0
4253,11994,1065,13.2;10.9;-69.66656,0
4246,11994,1065,13.1;9.9;-117.9675,0
14704,3455,1065,10.6;13.7;68,0
4250,3449,1065,8.7;12.3;2.519869,0
4251,3450,1065,11.6;11.2;-55.793976,0
4252,3451,1065,11.5;8.5;-190.6005,0
4252,3451,1065,10.4;8.6;-184.1917,0
4526,3469,1065,11.7;8.8;-174.8047,0
4526,3469,1065,10.7;8.7;-178.938,0
14794,3458,1065,11.1;6.7;-279.6484,0
3751,3453,1065,16.6;8.3;-197.9767,0
14706,11386,1065,10.8;13.8;73.88065,0
14795,3460,1065,11.2;6.8;-273.6157,0
14797,3464,1065,11.3;7;-264,0
14796,3462,1065,11.1;7;-267,0
13498,1402,1065,13.1;15.7;172.97583,0
13502,1402,1065,15.5;13.8;73.11909,0
13498,1402,1065,17.5;10.1;-108.28888,0
13498,1402,1065,17;8.4;-192.58066,0
13498,1402,1065,14.5;11.1;-61.195206,0
13498,1402,1065,13.4;10;-113.78413,0
13498,1402,1065,13.4;12.5;8.433343,0
13502,1402,1065,11.1;13.8;76.73823,0
13498,1402,1065,11;9.7;-131.1148,0
13498,1402,1065,11.3;7.3;-247.71255,0
13502,1402,1065,16.7;12.3;1.4304581,0
13503,1403,1065,17.5;10.2;-105.87043,0
13503,1403,1065,14.9;10.8;-76.36493,0
13503,1403,1065,13.5;12.4;5.853651,0
13503,1403,1065,10.9;13.4;57.6085,0
13503,1403,1065,11.4;10.5;-90.421165,0
13503,1403,1065,10.6;7.1;-260.96237,0
13503,1403,1065,15.4;13.6;66.94549,0
13503,1403,1065,17.1;8;-212.43578,0
13503,1403,1065,11;9.4;-145.67146,0
13504,1404,1065,17;8.5;-189.3989,0
13504,1404,1065,13.5;10;-114.781815,0
13504,1404,1065,11;13.5;61.96177,0
13504,1404,1065,11.3;7.4;-244.93109,0
13504,1404,1065,15.5;13.8;73.757484,0
13504,1404,1065,13.1;12.7;20.08462,0
13504,1404,1065,11.5;10.4;-96.86846,0
13498,10261,1065,13.3;15.8;173.04485,0
13498,10261,1065,15.4;13.5;62.497253,0
13498,10261,1065,16.7;11.1;-59.04938,0
13498,10261,1065,17;8.2;-204.30899,0
13498,10261,1065,15;11;-66.375885,0
13498,10261,1065,13.4;9.8;-123.784874,0
13498,10261,1065,13;12.7;20.20829,0
13498,10261,1065,10.9;13.8;76.17879,0
13498,10261,1065,11.1;9.6;-135.90228,0
13498,10261,1065,11;7.4;-246.00272,0
13498,1400,1065,13.1;15.8;173.34584,0
13498,1400,1065,15.3;13.6;64.326225,0
13503,1400,1065,16.6;11.9;-20.842808,0
13498,1400,1065,17.4;10.3;-98.57758,0
13498,1400,1065,17;8.3;-199.69807,0
13498,1400,1065,13.4;9.9;-117.42984,0
13498,1400,1065,13;12.7;18.850187,0
13498,1400,1065,10.9;13.5;59.958828,0
13498,1400,1065,8.7;12.2;-4.626625,0
13498,1400,1065,11.7;11.7;-31.647694,0
13498,1400,1065,10.9;9.2;-155.16833,0
13498,1400,1065,11.3;7.1;-261.79535,0
1008,1398,1065,15.1;15.3;149.6354,0
13504,1401,1065,15.4;13.8;73.06361,0
13504,1401,1065,17.1;8.5;-191.8328,0
13504,1401,1065,13.5;10;-113.06451,0
13504,1401,1065,13;12.7;22.776829,0
13504,1401,1065,10.5;13.9;82.52781,0
13504,1401,1065,8.9;12.4;3.8184156,0
13504,1401,1065,11;9.4;-144.18451,0
13504,1401,1065,11.2;7.3;-249.87282,0
13502,5478,1065,17.1;10.5;-90.451744,0
13502,5478,1065,17;8.4;-195.35022,0
13502,5478,1065,13.5;9.9;-119.85483,0
13502,5478,1065,11;13.5;59.990665,0
13502,5478,1065,11.4;11.5;-41.812553,0
13502,5478,1065,11;9.1;-158.52954,0
13502,5478,1065,11.3;7.1;-259.26205,0
1008,1399,1065,13.1;15.7;172.79614,0
1008,1399,1065,13.4;10.1;-110.79742,0
1008,1399,1065,8.7;12.1;-9.640704,0
4189,3319,1066,12.2;10.9;-13.66967,0
4188,3319,1066,11.1;11.7;27.53257,0
4188,3319,1066,11.1;10.5;-33.4936,0
4189,3319,1066,10;11.7;26.17015,0
4190,4401,1066,12.2;10.9;-13.3034,0
4187,3841,1066,12.2;11;-10.34319,0
4186,3841,1066,11.2;11.8;29.98423,0
4186,3841,1066,10.6;9.8;-67.84605,0
4191,3841,1066,12.4;12.3;53.40947,0
4186,3841,1066,10;11.7;25.36755,0
4195,3843,1066,11;10.6;-30.16782,0
4176,3843,1066,11.4;9.2;-100.0169,0
4196,3843,1066,12.2;11.3;3.68622,0
3365,3634,1066,11.3;9.3;-96.64904,0
4174,3849,1066,11.3;9.2;-99.97543,0
4194,3842,1066,12.2;9.7;-76.79655,0
4193,3842,1066,12.3;11.2;0.7515926,0
4194,3842,1066,12.4;12.3;55.08795,0
4199,3846,1066,11.7;12.5;67.96727,0
4199,3846,1066,9.1;11.1;-3.798406,0
4198,3845,1066,11.7;12.7;75.85254,0
4198,3845,1066,9.1;11.3;4.211278,0
4201,3848,1066,13.3;11.4;11.79523,0
4201,3848,1066,10;12;39.04379,0
3365,3639,1066,11.1;12.7;76.95718,0
4179,3850,1066,11.1;12.6;71.97564,0
4197,3844,1066,10;12.3;55.31384,0
4200,3847,1066,10.2;12.4;58.12158,0
3365,3852,1066,11.3;11.3;7.766785,0
3365,3851,1066,11.3;11.3;7.217468,0
4182,3642,1066,11.2;11.1;-4.105208,0
4185,4400,1066,11;11.1;-5.927203,0
